Variable,Total_Count,Missing_Count,Present_Count,Missing_Percent,Data_Type,Unique_Values
antib_presc_af_cul___18,1075,0,1075,0.0,object,2
antib_presc_af_cul___19,1075,0,1075,0.0,object,2
ast_anti3___7,1075,0,1075,0.0,object,2
ast_anti3___6,1075,0,1075,0.0,object,1
ast_anti3___5,1075,0,1075,0.0,object,2
ast_anti1___41,1075,0,1075,0.0,object,2
ast_anti1___34,1075,0,1075,0.0,object,2
ast_anti1___35,1075,0,1075,0.0,object,2
ast_anti1___36,1075,0,1075,0.0,object,2
ast_anti1___37,1075,0,1075,0.0,object,2
ast_anti1___38,1075,0,1075,0.0,object,2
ast_anti1___39,1075,0,1075,0.0,object,2
ast_anti1___40,1075,0,1075,0.0,object,2
ast_anti1___42,1075,0,1075,0.0,object,2
ast_anti3___4,1075,0,1075,0.0,object,2
ast_anti2___1,1075,0,1075,0.0,object,2
ast_anti2___2,1075,0,1075,0.0,object,2
ast_anti2___3,1075,0,1075,0.0,object,2
ast_anti2___4,1075,0,1075,0.0,object,2
ast_anti2___5,1075,0,1075,0.0,object,2
ast_anti2___6,1075,0,1075,0.0,object,2
ast_anti2___7,1075,0,1075,0.0,object,2
ast_anti1___33,1075,0,1075,0.0,object,2
ast_anti1___32,1075,0,1075,0.0,object,2
ast_anti1___31,1075,0,1075,0.0,object,2
ast_anti1___30,1075,0,1075,0.0,object,2
ast_anti1___15,1075,0,1075,0.0,object,2
ast_anti1___16,1075,0,1075,0.0,object,2
ast_anti1___17,1075,0,1075,0.0,object,2
ast_anti1___18,1075,0,1075,0.0,object,2
ast_anti1___19,1075,0,1075,0.0,object,2
ast_anti1___20,1075,0,1075,0.0,object,1
ast_anti1___21,1075,0,1075,0.0,object,2
ast_anti1___22,1075,0,1075,0.0,object,2
ast_anti1___23,1075,0,1075,0.0,object,2
ast_anti1___24,1075,0,1075,0.0,object,2
ast_anti1___25,1075,0,1075,0.0,object,2
ast_anti1___26,1075,0,1075,0.0,object,2
ast_anti1___27,1075,0,1075,0.0,object,2
ast_anti1___28,1075,0,1075,0.0,object,2
ast_anti1___29,1075,0,1075,0.0,object,2
ast_anti2___8,1075,0,1075,0.0,object,2
ast_anti2___9,1075,0,1075,0.0,object,2
ast_anti2___10,1075,0,1075,0.0,object,2
ast_anti2___29,1075,0,1075,0.0,object,2
ast_anti2___31,1075,0,1075,0.0,object,1
ast_anti2___32,1075,0,1075,0.0,object,2
ast_anti2___33,1075,0,1075,0.0,object,2
ast_anti2___34,1075,0,1075,0.0,object,2
ast_anti2___35,1075,0,1075,0.0,object,1
ast_anti2___36,1075,0,1075,0.0,object,2
ast_anti2___37,1075,0,1075,0.0,object,2
ast_anti2___38,1075,0,1075,0.0,object,1
ast_anti2___39,1075,0,1075,0.0,object,2
ast_anti2___40,1075,0,1075,0.0,object,2
ast_anti2___41,1075,0,1075,0.0,object,2
ast_anti2___42,1075,0,1075,0.0,object,1
ast_anti3___1,1075,0,1075,0.0,object,2
ast_anti3___2,1075,0,1075,0.0,object,2
ast_anti3___3,1075,0,1075,0.0,object,2
ast_anti2___30,1075,0,1075,0.0,object,2
ast_anti2___28,1075,0,1075,0.0,object,2
ast_anti2___11,1075,0,1075,0.0,object,2
ast_anti2___27,1075,0,1075,0.0,object,2
ast_anti2___12,1075,0,1075,0.0,object,2
ast_anti2___13,1075,0,1075,0.0,object,2
ast_anti2___14,1075,0,1075,0.0,object,1
ast_anti2___15,1075,0,1075,0.0,object,2
ast_anti2___16,1075,0,1075,0.0,object,2
ast_anti2___17,1075,0,1075,0.0,object,2
ast_anti2___18,1075,0,1075,0.0,object,2
ast_anti2___19,1075,0,1075,0.0,object,2
ast_anti2___20,1075,0,1075,0.0,object,1
ast_anti2___21,1075,0,1075,0.0,object,2
ast_anti2___22,1075,0,1075,0.0,object,2
ast_anti2___23,1075,0,1075,0.0,object,2
ast_anti2___24,1075,0,1075,0.0,object,2
ast_anti2___25,1075,0,1075,0.0,object,2
ast_anti2___26,1075,0,1075,0.0,object,2
mortality,1075,0,1075,0.0,float64,2
